id	word	wordnet21id	wordnetSupersenseId	wordnetSupersenseName
122152	Triśṛṅga	name of a mountain	_	_	_
122153	Duda	name of a mountain	_	_	_
122154	Durjayanta	name of a mountain	_	_	_
122155	Durgaśaila	name of a mountain	_	_	_
122156	Duru	name of a mountain	_	_	_
122157	Devakūṭa	name of a mountain	_	_	_
122158	Devagiri	name of a mountain	_	_	_
122159	Devapāla	name of a mountain	_	_	_
122160	Devasakhi	name of a mountain	_	_	_
122161	Devasaha	name of a mountain	_	_	_
122162	Devānīka	name of a mountain	_	_	_
122163	Devāvṛdh	name of a mountain	_	_	_
122164	Devāvṛdha	name of a mountain	_	_	_
122165	Devībhedagiri	name of a mountain	_	_	_
122166	Jaṭāyus	name of a mountain	_	_	_
122167	Jaṭhara	name of a mountain	_	_	_
122168	Jayanta	name of a mountain	_	_	_
122169	Jaladhāra	name of a mountain	_	_	_
122170	Jalādhāra	name of a mountain	_	_	_
122171	Jāmbūnadaparvata	name of a mountain	_	_	_
122172	Jārudhi	name of a mountain	_	_	_
122173	Jālinīmukha	name of a mountain	_	_	_
122174	Dolaparvata	name of a mountain	_	_	_
122175	Dyutimant	name of a mountain	_	_	_
122176	Draviṇa	name of a mountain	_	_	_
122177	Pāṇḍara	name of a mountain	_	_	_
122178	Pāṇḍava	name of a mountain	_	_	_
122179	Piñjara	name of a mountain	_	_	_
122180	Pipāṭhaka	name of a mountain	_	_	_
122181	Jyotiṣmant	name of a mountain	_	_	_
122182	Ḍhaṅka	name of a mountain	_	_	_
122183	Talpagiri	name of a mountain	_	_	_
122184	Tāmrāṭavī	name of a mountain	_	_	_
122185	Tārākṣa	name of a mountain	_	_	_
122186	Tāladhvaja	name of a mountain	_	_	_
122187	Suyāmuna	name of a mountain	_	_	_
122188	Surakṣa	name of a mountain	_	_	_
122189	Surapriya	name of a mountain	_	_	_
122190	Surabhikandara	name of a mountain	_	_	_
122191	Suvarṇagiri	name of a mountain	_	_	_
122192	Sūryakānta	name of a mountain	_	_	_
122193	Sūryādri	name of a mountain	_	_	_
122194	Saugandhika	name of a mountain	_	_	_
122195	Saumyagiri	name of a mountain	_	_	_
122196	Saumanasa	name of a mountain	_	_	_
122197	Skandhapāda	name of a mountain	_	_	_
122198	Sammeta	name of a mountain	_	_	_
122199	Sammeda	name of a mountain	_	_	_
122200	Siddhecala	name of a mountain	_	_	_
122201	Siddheśvara	name of a mountain	_	_	_
122202	Siddhikṣetra	name of a mountain	_	_	_
122203	Siddhirāj	name of a mountain	_	_	_
122204	Sukaṅkavant	name of a mountain	_	_	_
122205	Sukti	name of a mountain	_	_	_
122206	Sunābha	name of a mountain; rising from the ocean to support Hanuman during his leap to Laṅkā	_	_	_
122207	Supārśva	name of a mountain	_	_	_
122208	Subhadra	name of a mountain	_	_	_
122209	Sumālyaka	name of a mountain	_	_	_
122210	Sumegha	name of a mountain	_	_	_
122211	Sumeru	name of a mountain	_	_	_
122212	Harigiri	name of a mountain	_	_	_
122213	Hariparvata	name of a mountain	_	_	_
122214	Harṣaka	name of a mountain	_	_	_
122215	Hastagiri	name of a mountain	_	_	_
122216	Hastigiri	name of a mountain	_	_	_
122217	Hiraṇyaparvata	name of a mountain	_	_	_
122218	Hiraṇyabindu	name of a mountain	_	_	_
122219	Hiraṇyaśṛṅga	name of a mountain	_	_	_
122220	Hiraṇyaṣṭhīva	name of a mountain	_	_	_
122221	Hṛdgola	name of a mountain	_	_	_
122222	Haima	name of a mountain	_	_	_
122223	Hemaśṛṅga	name of a mountain	_	_	_
122224	Hemaśaila	name of a mountain	_	_	_
122225	Haimaśaila	name of a mountain	_	_	_
122226	Sahasrajaladhāra	name of a mountain	_	_	_
122227	Sahasrapattra	name of a mountain	_	_	_
122228	Sahasrasruti	name of a mountain	_	_	_
122229	Sahasrasrota	name of a mountain	_	_	_
122230	Sahasrasrotas	name of a mountain	_	_	_
122231	Sahasrākhya	name of a mountain	_	_	_
122232	Sātpuḍā	name of a mountain	_	_	_
122233	Sāraṇeśa	name of a mountain	_	_	_
122234	Siṃhācala	name of a mountain	_	_	_
122235	Śaṅkhakūṭa	name of a mountain	_	_	_
122236	Śatakesara	name of a mountain	_	_	_
122237	Śaṃkaragiri	name of a mountain	_	_	_
122238	Śambhugiri	name of a mountain	_	_	_
122239	Śaktimant	name of a mountain	_	_	_
122240	Śatakumbha	name of a mountain	_	_	_
122241	Śatapattraka	name of a mountain	_	_	_
122242	Śatapuṣpa	name of a mountain	_	_	_
122243	Śataśṛṅga	name of a mountain	_	_	_
122244	Vaikaṅka	name of a mountain	_	_	_
122245	Vaiḍūryaśikhara	name of a mountain	_	_	_
122246	Vaitāḍhya	name of a mountain	_	_	_
122247	Vaijayanta	name of a mountain	_	_	_
122248	Vaiḍūrya	name of a mountain	_	_	_
122249	Vaibhāra	name of a mountain	_	_	_
122250	Vaidehaka	name of a mountain	_	_	_
122251	Vyāghramukha	name of a mountain	_	_	_
122252	Svarṇagiri	name of a mountain	_	_	_
122253	Svarṇamūla	name of a mountain	_	_	_
122254	Svarṇaśaila	name of a mountain	_	_	_
122255	Svarasa	name of a mountain	_	_	_
122256	Vaibhrāja	name of a mountain	_	_	_
122257	Haṃsanābha	name of a mountain	_	_	_
122258	Vaipulya	name of a mountain	_	_	_
122259	Vinataka	name of a mountain	_	_	_
122260	Haṃsa	name of a mountain	_	_	_
122261	Videhaka	name of a mountain	_	_	_
122262	Vidyutvant	name of a mountain	_	_	_
122263	Guṇeśa	name of a mountain	_	_	_
122264	Śītānta	name of a mountain	_	_	_
122265	Guruskandha	name of a mountain	_	_	_
122266	Gṛdhreśvara	name of a mountain	_	_	_
122267	Goratha	name of a mountain	_	_	_
122268	Gokāmukha	name of a mountain	_	_	_
122269	Gonarda	name of a mountain	_	_	_
122270	Gonāsa	name of a mountain	_	_	_
122271	Gomanta	name of a mountain	_	_	_
122272	Gośṛṅga	name of a mountain	_	_	_
122273	Khaṇḍagiri	name of a mountain	_	_	_
122274	Śīrṣa	name of a mountain	_	_	_
122275	Śukti	name of a mountain	_	_	_
122276	Śṛṅgakūṭa	name of a mountain	_	_	_
122277	Śaivālaka	name of a mountain	_	_	_
122278	Śūrpakarṇa	name of a mountain	_	_	_
122279	Śṛṅgāṭaka	name of a mountain	_	_	_
122280	Śevālaghoṣa	name of a mountain	_	_	_
122281	Śaivala	name of a mountain	_	_	_
122282	Śaivāla	name of a mountain	_	_	_
122283	Śaiśira	name of a mountain	_	_	_
122284	Khadiraka	name of a mountain	_	_	_
122285	Khalatika	name of a mountain	_	_	_
122286	Kaumāraparvata	name of a mountain	_	_	_
122287	Śātaśṛṅgin	name of a mountain	_	_	_
122288	Śālvāgiri	name of a mountain	_	_	_
122289	Śikharādri	name of a mountain	_	_	_
122290	Śikhivāsas	name of a mountain	_	_	_
122291	Śinivāsa	name of a mountain	_	_	_
122292	Śibiragiri	name of a mountain	_	_	_
122293	Śiras	name of a mountain	_	_	_
122294	Śiśirākṣa	name of a mountain	_	_	_
122295	Śāleya	name of a mountain	_	_	_
122296	Śikhaṇḍin	name of a mountain	_	_	_
122297	Śiśira	name of a mountain	_	_	_
122298	Kaumāra	name of a mountain	_	_	_
122299	Kramuñja	name of a mountain	_	_	_
122300	Kruñca	name of a mountain	_	_	_
122301	Kroñca	name of a mountain	_	_	_
122302	Krauñcavant	name of a mountain	_	_	_
122303	Kṣurārpaṇa	name of a mountain	_	_	_
122304	Muñjādri	name of a mountain	_	_	_
122305	Mustagiri	name of a mountain	_	_	_
122306	Muhiṣa	name of a mountain	_	_	_
122307	Mūjavant	name of a mountain	_	_	_
122308	Mucilinda	name of a mountain	_	_	_
122309	Meghaparvata	name of a mountain	_	_	_
122310	Musalaka	name of a mountain	_	_	_
122311	Meghamala	name of a mountain	_	_	_
122312	Viṣaprastha	name of a mountain	_	_	_
122313	Viśāla	name of a mountain	_	_	_
122314	Pradyumnaśikhara	name of a mountain	_	_	_
122315	Vṛṣavant	name of a mountain	_	_	_
122316	Vṛṣādri	name of a mountain	_	_	_
122317	Vedaśīrṣa	name of a mountain	_	_	_
122318	Vṛṣabhadhvaja	name of a mountain	_	_	_
122319	Vṛṣabhādri	name of a mountain	_	_	_
122320	Veṇumant	name of a mountain	_	_	_
122321	Bahuketu	name of a mountain	_	_	_
122322	Pucchāgra	name of a mountain	_	_	_
122323	Puṇḍrakakṣa	name of a mountain	_	_	_
122324	Puṇyarāśi	name of a mountain	_	_	_
122325	Pīlusāra	name of a mountain	_	_	_
122326	Puṣpitaka	name of a mountain	_	_	_
122327	Pūrṇotkaṭa	name of a mountain	_	_	_
122328	Puṣpa	name of a mountain	_	_	_
122329	Puṣpavana	name of a mountain	_	_	_
122330	Puṣpavarṣa	name of a mountain	_	_	_
122331	Puṣpaka	name of a mountain	_	_	_
122332	Daśaśiras	name of a mountain	_	_	_
122333	Bāhubali	name of a mountain	_	_	_
122334	Buddhavanagiri	name of a mountain	_	_	_
122335	Bodhana	name of a mountain	_	_	_
122336	Brahmakūṭa	name of a mountain	_	_	_
122337	Brahmagiri	name of a mountain	_	_	_
122338	Brahmatuṅga	name of a mountain	_	_	_
122339	Brahmayoni	name of a mountain	_	_	_
122340	Potalaka	name of a mountain	_	_	_
122341	Balakrama	name of a mountain	_	_	_
122342	Balāhaka	name of a mountain	_	_	_
122343	Pramokṣaka	name of a mountain	_	_	_
122344	Prāgbodhi	name of a mountain	_	_	_
122345	Pralamba	name of a mountain	_	_	_
122346	Pravarṣaṇa	name of a mountain	_	_	_
122347	Cakradvāra	name of a mountain	_	_	_
122348	Cakrabhramaṇa	name of a mountain	_	_	_
122349	Candraparvata	name of a mountain	_	_	_
122350	Catuḥśṛṅga	name of a mountain	_	_	_
122351	Candraśekhara	name of a mountain	_	_	_
122352	Trikūṭa	name of a mountain	_	_	_
122353	Ṛṣyamūka	name of a mountain	_	_	_
122354	Aṃśu	Name of a prince	_	_	_
122355	Akampana	Name of a prince	_	_	_
122356	Kandarpaketu	Name of a prince	_	_	_
122357	Kayya	Name of a prince	_	_	_
122358	Karālajanaka	Name of a prince	_	_	_
122359	Kuvalayaditya	Name of a prince	_	_	_
122360	Kuvalayāpīḍa	Name of a prince	_	_	_
122361	Kuśāgra	Name of a prince	_	_	_
122362	Kuśāśva	Name of a prince	_	_	_
122363	Kuśala	Name of a prince	_	_	_
122364	Kuśāla	Name of a prince	_	_	_
122365	Kuṣika	Name of a prince	_	_	_
122366	Kusuma	Name of a prince	_	_	_
122367	Kusumajaya	Name of a prince	_	_	_
122368	Kusumoda	name of a prince; son of (B)havya	_	_	_
122369	Kūlika	Name of a prince	_	_	_
122370	Kṛtakṣaṇa	Name of a prince	_	_	_
122371	Kṛtaṃjaya	Name of a prince	_	_	_
122372	Kṛtadhvaja	Name of a prince	_	_	_
122373	Kṛtanandana	Name of a prince	_	_	_
122374	Kṛtabandhu	Name of a prince	_	_	_
122375	Kṛtavega	Name of a prince	_	_	_
122376	Kṛtaśarman	Name of a prince	_	_	_
122377	Kṛtimant	Name of a prince	_	_	_
122378	Kṛtiratha	Name of a prince	_	_	_
122379	Kṛtirāta	Name of a prince	_	_	_
122380	Kṛttiratha	Name of a prince	_	_	_
122381	Kṛṣṇarāma	Name of a prince	_	_	_
122382	Koṭaparāja	Name of a prince	_	_	_
122383	Kolāhala	Name of a prince	_	_	_
122384	Akrodhana	Name of a prince	_	_	_
122385	Agnidatta	Name of a prince	_	_	_
122386	Agnivarṇa	name of a king; an ancestor of Rāṃa	_	_	_
122387	Agratirtha	Name of a prince	_	_	_
122388	Aṅgārasetu	name of a prince; son of Babhrusena	_	_	_
122389	Aṭamāna	Name of a prince	_	_	_
122390	Atidānta	Name of a prince	_	_	_
122391	Atimāra	Name of a prince	_	_	_
122392	Atisena	Name of a prince	_	_	_
122393	Kardana	Name of a prince	_	_	_
122394	Kalyāṇamalla	Name of a prince	_	_	_
122395	Kākavarṇa	Name of a prince	_	_	_
122396	Kāñcana	Name of a prince	_	_	_
122397	Kāñcanadaṃṣṭra	Name of a prince	_	_	_
122398	Kāñcanavarman	Name of a prince	_	_	_
122399	Kāñcaneṣudhi	Name of a prince	_	_	_
122400	Kāntirāja	Name of a prince	_	_	_
122401	Kāmacandra	Name of a prince	_	_	_
122402	Kāmarāja	Name of a prince	_	_	_
122403	Pañcadhanus	Name of a prince	_	_	_
122404	Pañcāsva	Name of a prince	_	_	_
122405	Paṭumant	Name of a prince	_	_	_
122406	Paṭumitra	Name of a prince	_	_	_
122407	Paṭusa	Name of a prince	_	_	_
122408	Pattanādhipati	Name of a prince	_	_	_
122409	Pattalaka	Name of a prince	_	_	_
122410	Padmadhara	Name of a prince	_	_	_
122411	Paramaṇi	Name of a prince	_	_	_
122412	Satyadhara	Name of a prince	_	_	_
122413	Pariśraya	Name of a prince	_	_	_
122414	Kālika	Name of a prince	_	_	_
122415	Kāśi	Name of a prince	_	_	_
122416	Kīṭaka	Name of a prince	_	_	_
122417	Kīrtivarman	Name of a prince	_	_	_
122418	Kuśaṅku	Name of a prince	_	_	_
122419	Kuntalasvātikarṇa	Name of a prince	_	_	_
122420	Kuntijit	Name of a prince	_	_	_
122421	Kuruvaṃśa	name of a son of Madhu and grandson of Devakṣatra	_	_	_
122423	Kuruvatsa	Name of a prince	_	_	_
122424	Kuruvaśa	Name of a prince	_	_	_
122425	Kuruśravaṇa	Name of a prince	_	_	_
122426	Kuruka	Name of a prince	_	_	_
122427	Kuruṅga	Name of a prince	_	_	_
122428	Kuladhara	Name of a prince	_	_	_
122429	Kulika	Name of a prince	_	_	_
122430	Bhūtinanda	Name of a prince	_	_	_
122431	Bhūminanda	Name of a prince	_	_	_
122432	Bhūritejas	Name of a prince	_	_	_
122433	Bheyapāla	Name of a prince	_	_	_
122434	Bhogin	Name of a prince	_	_	_
122435	Maṅgu	Name of a prince	_	_	_
122436	Maṇḍalaka	Name of a prince	_	_	_
122437	Nimiṃdhara	Name of a prince	_	_	_
122438	Nimna	Name of a prince	_	_	_
122439	Nimloci	Name of a prince	_	_	_
122440	Niruddha	Name of a prince	_	_	_
122441	Nīlagrīva	Name of a prince	_	_	_
122442	Nīlacandra	Name of a prince	_	_	_
122443	Nṛbandhu	Name of a prince	_	_	_
122444	Nṛbhṛta	Name of a prince	_	_	_
122445	Nemacandra	Name of a prince	_	_	_
122446	Nemita	Name of a prince	_	_	_
122447	Neyapāla	Name of a prince	_	_	_
122448	Neruṅgala	Name of a prince	_	_	_
122449	Samuddhāra	Name of a prince	_	_	_
122450	Abhīru	Name of a prince	_	_	_
122451	Amantravid	Name of a prince	_	_	_
122452	Amaradatta	Name of a prince	_	_	_
122453	Amarṣa	Name of a prince	_	_	_
122454	Aridānta	Name of a prince	_	_	_
122455	Ariha	Name of a prince	_	_	_
122456	Ariṣṭakarman	Name of a prince	_	_	_
122457	Nāgadāśaka	Name of a prince	_	_	_
122458	Nāgeśa	Name of a prince	_	_	_
122459	Nāgarasena	Name of a prince	_	_	_
122460	Nārāyaṇagupta	Name of a prince	_	_	_
122461	Nicaknu	Name of a prince	_	_	_
122462	Nicakṣus	Name of a prince	_	_	_
122463	Madanābhirāma	Name of a prince	_	_	_
122464	Madāra	Name of a prince	_	_	_
122465	Madura	Name of a prince	_	_	_
122466	Manavaśas	Name of a prince	_	_	_
122467	Mandāradeva	Name of a prince	_	_	_
122468	Marunandana	Name of a prince	_	_	_
122469	Maruṇḍa	Name of a prince	_	_	_
122470	Mahasena	Name of a prince	_	_	_
122471	Mahatsena	Name of a prince	_	_	_
122472	Dhṛṣṭaratha	Name of a prince	_	_	_
122473	Dhṛṣṭaka	Name of a prince	_	_	_
122474	Dhṛṣṇuka	Name of a prince	_	_	_
122475	Dhyuṣitāśva	Name of a prince	_	_	_
122476	Dhruvapaṭu	Name of a prince	_	_	_
122477	Dhruvarāja	Name of a prince	_	_	_
122478	Dhruvāśva	Name of a prince	_	_	_
122479	Nandiyaśas	Name of a prince	_	_	_
122480	Nalasena	Name of a prince	_	_	_
122481	Vāramatha	Name of a prince	_	_	_
122482	Vicakṣus	Name of a prince	_	_	_
122483	Vijāti	Name of a prince	_	_	_
122484	Bhajana	Name of a prince	_	_	_
122485	Bhaji	Name of a prince	_	_	_
122486	Bhadraka	Name of a prince	_	_	_
122487	Bhayada	Name of a prince	_	_	_
122488	Bharuka	Name of a prince	_	_	_
122489	Bhavanmanyu	Name of a prince	_	_	_
122490	Bhānucandra	Name of a prince	_	_	_
122491	Bhārmya	Name of a prince	_	_	_
122492	Bhīmadhanvan	Name of a prince	_	_	_
122493	Cāṇūra	Name of a prince	_	_	_
122494	Cāluki	Name of a prince	_	_	_
122495	Citrabhānu	Name of a prince	_	_	_
122496	Citrayāna	Name of a prince	_	_	_
122497	Cīravāsas	Name of a prince	_	_	_
122498	Chanda	Name of a prince	_	_	_
122499	Chāgali	Name of a prince	_	_	_
122500	Jagatsiṃha	Name of a prince	_	_	_
122501	Arjunasiṃha	Name of a prince	_	_	_
122502	Uttānabarhis	Name of a prince	_	_	_
122503	Udāyasa	Name of a prince	_	_	_
122504	Hrīniṣeva	Name of a prince	_	_	_
122505	Ādisūra	Name of a prince	_	_	_
122506	Ādīśvara	Name of a prince	_	_	_
122507	Ādityasena	Name of a prince	_	_	_
122508	Asīmakṛṣṇa	Name of a prince	_	_	_
122509	Ahīnara	Name of a prince	_	_	_
122510	Ahīna	Name of a prince	_	_	_
122511	Ākṛti	Name of a prince	_	_	_
122512	Ākarṣa	Name of a prince	_	_	_
122513	Ākrośa	Name of a prince	_	_	_
122514	Āṃkṛti	Name of a prince	_	_	_
122515	Īśvaradatta	Name of a prince	_	_	_
122516	Uktha	Name of a prince	_	_	_
122517	Ugrāyudha	Name of a prince	_	_	_
122518	Ratijanaka	Name of a prince	_	_	_
122519	Lomadhi	Name of a prince	_	_	_
122520	Vaṃśaka	Name of a prince	_	_	_
122521	Vaṅgara	Name of a prince	_	_	_
122522	Vajradatta	Name of a prince	_	_	_
122523	Varaka	Name of a prince	_	_	_
122524	Rasaketu	Name of a prince	_	_	_
122525	Ruciradeva	Name of a prince	_	_	_
122526	Ruśadratha	Name of a prince	_	_	_
122527	Yaśaḥpāla	Name of a prince	_	_	_
122528	Yaśonandi	Name of a prince	_	_	_
122529	Vājigrīva	Name of a prince	_	_	_
122530	Mahānta	Name of a prince	_	_	_
122531	Mahimnāra	Name of a prince	_	_	_
122532	Mahirakula	Name of a prince	_	_	_
122533	Mahlaṇa	Name of a prince	_	_	_
122534	Mādhavasena	Name of a prince	_	_	_
122535	Mānadeva	Name of a prince	_	_	_
122536	Mānasavega	Name of a prince	_	_	_
122537	Mārasiṃha	Name of a prince	_	_	_
122538	Rūpāvata	Name of a prince	_	_	_
122539	Lakṣmīnārāyaṇa	Name of a prince	_	_	_
122540	Tigmātman	Name of a prince	_	_	_
122541	Timiṃgīla	Name of a prince	_	_	_
122542	Tuḍiga	Name of a prince	_	_	_
122543	Tuṣṭa	Name of a prince	_	_	_
122544	Tuṣṭimant	Name of a prince	_	_	_
122545	Trikakud	Name of a prince	_	_	_
122546	Trinetra	Name of a prince	_	_	_
122547	Tribhuvana	Name of a prince	_	_	_
122548	Duduha	Name of a prince	_	_	_
122549	Durdama	Name of a prince	_	_	_
122550	Durdamana	Name of a prince	_	_	_
122551	Durbala	Name of a prince	_	_	_
122552	Durmitra	Name of a prince	_	_	_
122553	Duryāman	Name of a prince	_	_	_
122554	Durvinīta	Name of a prince	_	_	_
122555	Durgādāsa	Name of a prince	_	_	_
122556	Duliduha	Name of a prince	_	_	_
122557	Dṛḍhasena	Name of a prince	_	_	_
122558	Dṛḍhahanu	Name of a prince; son of Senajit	_	_	_
122559	Dṛḍhākṣa	Name of a prince	_	_	_
122560	Dṛḍhāyus	Name of a prince	_	_	_
122561	Dṛḍheṣudhi	Name of a prince	_	_	_
122562	Dṛṣṭaśarman	Name of a prince	_	_	_
122563	Devamāya	Name of a prince	_	_	_
122564	Devavarman	Name of a prince	_	_	_
122565	Devavarṣa	Name of a prince	_	_	_
122566	Devastava	Name of a prince	_	_	_
122567	Devārha	Name of a prince	_	_	_
122568	Devārhaṇa	Name of a prince	_	_	_
122569	Devāhvaya	Name of a prince	_	_	_
122570	Jayakarṇa	Name of a prince	_	_	_
122571	Jayaśekhara	Name of a prince	_	_	_
122572	Jitāśva	Name of a prince	_	_	_
122573	Jīvadāman	Name of a prince	_	_	_
122574	Daivata	Name of a prince	_	_	_
122575	Dyumni	Name of a prince	_	_	_
122576	Dravavasu	Name of a prince	_	_	_
122577	Dvīpikarṇi	Name of a prince	_	_	_
122578	Dhanasammata	Name of a prince	_	_	_
122579	Dharmapāla	Name of a prince	_	_	_
122580	Palita	Name of a prince	_	_	_
122581	Paścimānupāka	Name of a prince	_	_	_
122582	Pāṇḍuvarmadeva	Name of a prince	_	_	_
122583	Jyotiṣprabha	Name of a prince	_	_	_
122584	ṭaṇḍana	Name of a prince	_	_	_
122585	Talaka	Name of a prince	_	_	_
122586	Tātārya	Name of a prince	_	_	_
122587	Tārāpati	Name of a prince	_	_	_
122588	Tārāvaloka	Name of a prince	_	_	_
122589	Daṇḍavīrva	Name of a prince	_	_	_
122590	Dantakrūra	Name of a prince	_	_	_
122591	Sutasoma	Name of a prince	_	_	_
122592	Sundarahaci	Name of a prince	_	_	_
122593	Hayapati	Name of a prince	_	_	_
122594	Hastavartin	Name of a prince	_	_	_
122595	Sālacandra	Name of a prince	_	_	_
122596	Śaktikumāra	Name of a prince	_	_	_
122597	Vidānta	Name of a prince	_	_	_
122598	Vipradeva	Name of a prince	_	_	_
122599	Vidula	Name of a prince	_	_	_
122600	Vidhu	Name of a prince	_	_	_
122601	Vimarda	Name of a prince	_	_	_
122602	Gurukṣopa	Name of a prince	_	_	_
122603	Guhasena	Name of a prince	_	_	_
122604	Gṛhavarman	Name of a prince	_	_	_
122605	Guṇasāgara	Name of a prince	_	_	_
122606	Gaurakṛṣṇa	Name of a prince	_	_	_
122607	Gaurapṛṣṭha	Name of a prince	_	_	_
122608	Gauravāhana	Name of a prince	_	_	_
122609	Gaurāśva	Name of a prince	_	_	_
122610	Khaṇḍapāṇi	Name of a prince	_	_	_
122611	Śobhajāta	Name of a prince	_	_	_
122612	Khanitra	Name of a prince	_	_	_
122613	Gambhīrapakṣa	Name of a prince	_	_	_
122614	Gajasiṃha	Name of a prince	_	_	_
122615	Gargabhūmi	Name of a prince	_	_	_
122616	Gandhakāraka	Name of a prince	_	_	_
122617	Mitadhvaja	Name of a prince	_	_	_
122618	Mihirakula	Name of a prince	_	_	_
122619	Kramajit	Name of a prince	_	_	_
122620	Krātha	Name of a prince	_	_	_
122621	Kṣatravṛddha	Name of a prince; son of Āyus and a daughter of Rāhu	_	_	_
122622	Kṣatrānjas	Name of a prince	_	_	_
122623	Kṣāntipāla	Name of a prince	_	_	_
122624	Kṣīradhara	Name of a prince	_	_	_
122625	Kṣetradharman	Name of a prince	_	_	_
122626	Kṣemajit	Name of a prince	_	_	_
122627	Kṣemabhūmi	Name of a prince	_	_	_
122628	Kṣemavarman	Name of a prince	_	_	_
122629	Kṣemavid	Name of a prince	_	_	_
122630	Kṣatradharma	Name of a prince	_	_	_
122631	Kṣaya	Name of a prince	_	_	_
122632	Kṣullaka	Name of a prince	_	_	_
122633	Kṣema	Name of a prince	_	_	_
122634	Kṣemamūrti	Name of a prince	_	_	_
